2021-02-05/23:10:27		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-05/23:13:14		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-05/23:13:14		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-05/23:13:15		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-05/23:13:15		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-05/23:13:15		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-05/23:13:15		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-05/23:13:16		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-05/23:13:16		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-05/23:13:16		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-05/23:13:17		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-05/23:13:17		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-05/23:13:17		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-05/23:13:17		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-05/23:13:18		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-05/23:13:18		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-05/23:13:18		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-05/23:13:18		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-05/23:13:19		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-05/23:13:19		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-05/23:13:19		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-05/23:13:19		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-05/23:13:20		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-05/23:13:20		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-05/23:13:20		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-05/23:13:20		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-05/23:13:21		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-05/23:13:21		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-05/23:13:21		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:21		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:22		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:22		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:22		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:22		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:23		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:23		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:23		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:23		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:24		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:24		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:24		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:25		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:25		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:25		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:26		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:26		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:26		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:26		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:27		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:27		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:27		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:28		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:28		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:28		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:28		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:29		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:29		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:29		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:30		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:30		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:30		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:31		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:31		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:31		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:31		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:32		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:32		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:32		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:33		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:33		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:33		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:33		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:34		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:34		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:34		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:34		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:35		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:35		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:35		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:35		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:35		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:35		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:35		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:36		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:36		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:36		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:36		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:36		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:37		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:37		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:37		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:38		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:38		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:38		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:38		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:38		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:39		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:40		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:40		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:40		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:41		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:41		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:42		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:42		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:42		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:43		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:43		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:44		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:44		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:44		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:45		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:45		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:45		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:46		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:46		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:47		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:47		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:47		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:48		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:48		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:48		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:49		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:49		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:49		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:49		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:49		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:50		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:50		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-05/23:13:50		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:50		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:50		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:50		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:51		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:51		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:51		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:51		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:52		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:52		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:52		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:52		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:52		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:52		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:53		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:53		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:53		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:53		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:53		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:53		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:54		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:54		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:54		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:54		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:54		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:54		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:55		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:55		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:55		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:55		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:55		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:55		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:56		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:56		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:56		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:56		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:56		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:57		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:57		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:57		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:57		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:57		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:58		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:58		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:58		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:58		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:59		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:59		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:13:59		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:00		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:00		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:00		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:01		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:01		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:01		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:01		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:02		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:02		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:03		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:03		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:03		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:03		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:04		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:04		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:04		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:05		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:05		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:05		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:06		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:06		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:06		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:07		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:07		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:08		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:08		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:08		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:09		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:09		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:10		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:10		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:11		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:11		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:11		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:12		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:12		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:12		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:12		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:12		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:13		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:13		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:13		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:13		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:14		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:14		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:14		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:14		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:15		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:15		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:15		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-05/23:14:15		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:10:19		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:19		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:19		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:20		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:20		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:20		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:20		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:20		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:20		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:20		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:21		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:21		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:21		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:21		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:21		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:22		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:22		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:22		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:22		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:22		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:22		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:23		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:23		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:23		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:23		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:23		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:23		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:24		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:24		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:24		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:24		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:24		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:24		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:25		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:25		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:25		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:26		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:26		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:26		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:26		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:26		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:27		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:27		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:27		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:27		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:28		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:28		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:28		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:28		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:28		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:29		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:29		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:29		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:29		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:29		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:29		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:30		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:30		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:30		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:30		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:30		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:30		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:31		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:31		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:31		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:32		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:32		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:32		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:33		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:33		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:33		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:33		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:33		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:33		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:34		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:34		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:34		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:34		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:34		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:34		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:35		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:35		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:35		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:36		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:36		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:36		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:37		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:37		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:38		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:38		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:38		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:39		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:39		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:39		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:39		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:39		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:40		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:40		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:40		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:40		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:10:40		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:40		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:41		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:41		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:41		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:41		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:41		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:42		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:42		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:42		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:42		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:42		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:43		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:43		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:43		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:43		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:44		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:44		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:44		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:44		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:44		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:44		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:45		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:45		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:45		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:45		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:45		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:46		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:46		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:46		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:46		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:46		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:47		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:47		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:47		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:47		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:48		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:48		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:48		 wafer_16012020_051629.csv: File loaded successfully!!
2021-02-14/14:10:48		 wafer_16012020_051629.csv: File loaded successfully!!
